Term,Plan,Employer,State
20151,COMPSCI-BS,RIT-NTID - Office of the Vice President/Dean,NY
20151,GAMEDES-BS,RIT - Research Computing,NY
20151,SOFTENG-BS,Rochester Software Associates,NY
20151,SOFTENG-BS,Paychex Inc,NY
20151,SOFTENG-BS,Intuit,CA
20151,NETSYS-BS,Wegmans Food Markets Inc,NY
20151,SOFTENG-BS,Raytheon,VA
20151,GAMEDES-BS,Clever Method,NY
20151,COMPIS-PHD,Exablox,CA
20151,SOFTENG-MS,"Synechron, Inc.",NY
20151,SOFTENG-BS,CoverMyMeds,OH
20151,SOFTENG-BS,Inkling,CA
20151,COMPSCI-BS,Brand Networks Inc,NY
20151,SOFTENG-BS,Rochester Software Associates,NY
20151,SOFTENG-BS,Bose Corporation,MA
20151,SOFTENG-BS,Alliant Technologies,KY
20151,ANSA-BS,Cisco Systems Inc,CA
20151,COMPSCI-BS,Electronic Access Solutions-Lenel,NY
20151,SOFTENG-BS,Thomson Reuters,NY
20151,COMPSCI-MS,Paychex Inc,NY
20151,SOFTENG-BS,General Dynamics Mission Systems,MA
20151,NETSYS-BS,RIT - ITS/Technical Support,NY
20151,COMPSCI-BS,MSA,PA
20151,COMPSCI-MS,University of Rochester - University IT,NY
20151,SOFTENG-BS,Intuit,CA
20151,ANSA-BS,Sigma Marketing,NY
20151,INFOSEC-BS,University of Rochester - University IT,NY
20151,SOFTENG-BS,Lockheed Martin,NY
20151,GAMEDES-BS,SpinFusion,CO
20151,INFOSEC-BS,Trillium Health (formerly AIDS Care Rochester),NY
20151,INFOTEC-BS,RIT-NTID - Technical Support Services,NY
20151,GAMEDES-BS,Ellucian,NY
20151,SOFTENG-BS,Parsons,VA
20151,INFOSEC-BS,University of Rochester Medical Center,NY
20151,COMPSCI-MS,CA Technologies,NH
20151,NWMEDID-BS,RIT - Golisano College of Computing,NY
20151,INFOTEC-BS,FM Global,RI
20151,SOFTENG-BS,General Dynamics Mission Systems,MA
20151,COMPSCI-BS,General Electric,OH
20151,SOFTENG-BS,PAR Government Systems Corporation,NY
20151,SOFTENG-BS,Rochester Software Associates,NY
20151,COMPSCI-BS,HubSpot,MA
20151,INFOTEC-MS,IBM Corp,OH
20151,COMPSCI-MS,"Valeo North America, Inc.",MI
20151,COMPSCI-BS,RIT - Information & Technology Services,NY
20151,GAMEDES-BS,General Electric,OH
20151,COMPSCI-BS,EagleDream Technologies,NY
20151,COMPSCI-MS,Cloudera,NH
20151,COMPSCI-MS,Mad Chef Kitchen,CA
20151,SOFTENG-BS,GE Transportation Systems,PA
20151,INFOSEC-BS,Tesla Motors,CA
20151,NETSYS-MS,RIT - College of Applied Science & Technology,NY
20151,GAMEDES-BS,Viewpoint Construction Software,PA
20151,GAMEDES-BS,Pictometry International LLC,NY
20151,NETSYS-MS,Spica Computers,NJ
20151,COMPSCI-BS,CoreOS,CA
20151,COMPSCI-MS,"CHESS Mobile Health, Inc.",NY
20151,GAMEDES-MS,Intuit,CA
20151,SOFTENG-BS,Paychex Inc,NY
20151,COMPSCI-BS,Entergy Nuclear Northeast,NY
20151,SOFTENG-BS,PFP Cybersecurity,VA
20151,GAMEDES-BS,eHealth Global Technologies Inc,NY
20151,INFOSEC-BS,Cisco Systems Inc,CA
20151,INFOST-MS,Xerox Corporation,XX
20151,COMPSCI-BS,Thomson Reuters,NY
20151,SOFTENG-BS,Cremalab,MO
20151,SOFTENG-BS,GE Transportation Systems,PA
20151,COMPSCI-MS,Paychex Inc,NY
20151,COMPSCI-BS,Elbit Systems of America,NH
20151,SOFTENG-BS,ZipRecuiter,CA
20151,COMPSCI-MS,Thomson Reuters,NY
20151,SOFTENG-BS,REDCOM Laboratories Inc,NY
20151,SOFTENG-BS,Recruiting Board,NH
20151,SOFTENG-BS,GE Transportation Systems,PA
20151,INFOSEC-BS,RIT - Engineering,NY
20151,COMPSCI-BS,Hewlett-Packard,TX
20151,GAMEDES-BS,Paperless Post,NY
20151,COMPSCI-BS,NerdWallet,CA
20151,SOFTENG-BS,Datto Inc.,CT
20151,INFOTEC-BS,Orkiv Retail Solutions,RI
20151,COMPSCI-BS,elogic Group LLC,NY
20151,SOFTENG-BS,Datto Inc.,CT
20151,NETSYS-BS,Cisco Systems Inc,NC
20151,COMPSCI-BS,Bytronics Inc,NY
20151,SOFTENG-BS,University of Rochester Medical Center,NY
20151,SOFTENG-BS,Recruiting Board,NH
20151,COMPSCI-MS,"Ambrell, a Ameritherm Company",NY
20151,COMPSCI-BS,Kyo Logic,CT
20151,COMPSEC-MS,Dell SecureWorks,GA
20151,SOFTENG-BS,Saab Sensis Corporation,NY
20151,COMPSCI-MS,RIT - Career Services & Cooperative Education,NY
20151,SOFTENG-BS,Alstom Transport,NY
20151,SOFTENG-BS,GENCO,PA
20151,COMPSCI-BS,Intuit,CA
20151,SOFTENG-BS,EagleDream Technologies,NY
20151,SOFTENG-BS,JADAK LLC,NY
20151,ANSA-BS,SMP,NY
20151,COMPSCI-BS,Sherwin-Williams,OH
20151,COMPSCI-BS,Global Printing  (Global Thinking),VA
20151,NETSYS-MS,Kodak Alaris,NY
20151,INFOST-MS,"Bausch & Lomb, Valeant",NY
20151,COMPSCI-MS,Ethany Corporation,NY
20151,INFOST-MS,RecordsOne,FL
20151,COMPSCI-MS,Ahold Inc,MA
20151,COMPSCI-BS,IBM Corp,NY
20151,SOFTENG-MS,Level 3 Communications,NY
20151,INFOTEC-BS,Exelon Corp*,NY
20151,NETSYS-MS,RIT - Saunders College of Business,NY
20151,COMPSCI-MS,RIT - Computer Science,NY
20151,COMPSCI-MS,Verizon Wireless,MA
20151,GAMEDES-BS,Raytheon,CO
20151,SOFTENG-BS,PFP Cybersecurity,VA
20151,SOFTENG-BS,EagleDream Technologies,NY
20151,COMPSCI-BS,Exablox,CA
20151,INFOTEC-BS,ThirtySix Software,NY
20151,INFOST-MS,Aim LLC,NY
20151,COMPSCI-MS,RIT - Saunders College of Business,NY
20151,INFOSEC-BS,University of Rochester - University IT,NY
20151,INFOTEC-MS,LPA Systems,NY
20151,COMPSCI-MS,IBM Corp,MA
20151,INFOTEC-BS,City of Rochester - Information Technology,NY
20151,SOFTENG-MS,Paychex Inc,NY
20151,COMPSCI-BS,Spotify,XX
20151,GAMEDES-BS,Electronic Access Solutions-Lenel,NY
20151,GAMEDES-BS,ISOTX,FL
20151,COMPSCI-BS,Google Japan,XX
20151,GAMEDES-BS,FUJIFILM NORTH AMERICA,NY
20151,COMPSCI-BS,Spectracom Corp,NY
20151,SOFTENG-BS,Apple,CA
20151,SOFTENG-BS,HubSpot,MA
20151,ANSA-BS,Paychex Inc,NY
20151,COMPSCI-BS,"SRC Solutions, Inc",PA
20151,GAMEDES-BS,RIT - Information & Technology Services,NY
20151,INFOTEC-BS,Paychex Inc,NY
20151,ANSA-BS,Wegmans Food Markets Inc,NY
20151,INFOTEC-BS,IDI Billing Solutions,NY
20151,COMPSCI-BS,Rochester Software Associates,NY
20151,SOFTENG-BS,CITGO Petroleum Corporation,TX
20151,COMPSCI-BS,Opus Inspection,AZ
20151,INFOSEC-BS,Excellus BlueCross BlueShield,NY
20151,GAMEDES-BS,Demiurge Studios,MA
20151,COMPSCI-BS,Delphix,CA
20151,SOFTENG-BS,Mark One Lifestyle,CA
20151,GAMEDES-BS,RIT - CASCI Laboratory for Technological Literacy,NY
20151,GAMEDES-BS,Pictometry International LLC,NY
20151,COMPSCI-BS,Computer SOS Inc.,NY
20151,INFOST-MS,Ahold Inc,MA
20151,COMPSCI-BS,C Speed LLC,NY
20151,INFOTEC-BS,RIT - ITS/Technical Support,NY
20151,INFOSEC-BS,University of Rochester - University IT,NY
20151,SOFTENG-BS,Datto Inc.,CT
20151,SOFTENG-BS,Involution Studios,MA
20151,GAMEDES-BS,Amazon,WA
20151,SOFTENG-BS,Constant Contact,MA
20151,SOFTENG-BS,Rochester Software Associates,NY
20151,COMPSCI-BS,Oracle,PA
20151,SOFTENG-MS,Paychex Inc,NY
20151,NETSYS-MS,Sapphire Software Solutions,CA
20151,COMPSCI-BS,Kodak Alaris,NY
20151,INFOTEC-BS,Purple Communications Inc,CA
20151,COMPSCI-BS,Datto Inc.,CT
20151,GAMEDES-BS,Vicarious Visions,NY
20151,COMPSCI-BS,Wegmans Food Markets Inc,NY
20151,COMPSCI-BS,"Hyland, creator of OnBase",OH
20151,COMPSCI-BS,Apple,CA
20151,INFOTEC-BS,TLF Graphics Inc,NY
20151,COMPSCI-BS,Intel Corp,CA
20151,ANSA-BS,Cisco Meraki,CA
20151,COMPSCI-BS,Saab Sensis Corporation,NY
20151,COMPSCI-BS,Railcomm Inc,NY
20151,SOFTENG-BS,HubSpot,MA
20151,SOFTENG-BS,Stone Umbrella,ME
20151,COMPSCI-BS,NASA Langley Research Center,VA
20151,GAMEDES-BS,General Dynamics Mission Systems,MA
20151,INFOST-MS,Paychex Inc,NY
20151,NETSYS-MS,Cognigen Corporation,NY
20151,GAMEDES-MS,Proximate Technologies,TX
20151,COMPSCI-MS,eHealth Global Technologies Inc,NY
20151,COMPSCI-BS,Datto Inc.,CT
20151,COMPSCI-MS,Amazon,WA
20151,SOFTENG-BS,Thomson Reuters,NY
20151,SOFTENG-BS,MOOG Inc,NY
20151,NWMEDID-BS,Mozilla,CA
20151,GAMEDES-BS,SapientNitro,MA
20151,SOFTENG-BS,PFP Cybersecurity,VA
20151,ANSA-BS,Expensify,CA
20151,COMPSCI-BS,"athenahealth, Inc.",MA
20151,COMPSCI-BS,ByAllAccounts Inc.,MA
20151,INFOST-MS,Solu Technology Partners,NY
20151,COMPSCI-MS,RP Solutions Inc,NY
20151,SOFTENG-MS,Intuit,CA
20151,SOFTENG-MS,eHealth Global Technologies Inc,NY
20151,GAMEDES-BS,Institute 4 Priority Thinking,NY
20151,COMPSCI-MS,Interactive Intelligence Inc,IN
20151,COMPSCI-MS,"Ambrell, a Ameritherm Company",NY
20151,COMPSCI-BS,Paychex Inc,NY
20151,COMPSCI-MS,IBM Corp,MA
20151,INFOTEC-BS,MCV Law,NY
20151,INFOST-MS,HealthCrowd,CA
20151,HUMCOMP-MS,RIT - Saunders Startup,NY
20151,INFOSEC-BS,Cisco Systems Inc,CA
20151,INFOSEC-BS,US Air Force Research Lab,NY
20151,SOFTENG-MS,Paychex Inc,NY
20151,COMPSCI-BS,IBM Corp,NC
20151,COMPSCI-MS,Paychex Inc,NY
20151,INFOST-MS,Oracle,UT
20151,SOFTENG-MS,Siri Info Solutions Inc.,NJ
20151,COMPSEC-MS,Cigital,IN
20151,COMPSCI-MS,Orbit Systems Inc.,OH
20151,COMPSCI-MS,Paychex Inc,NY
20151,INFOTEC-BS,RIT - Information & Technology Services,NY
20151,SOFTENG-BS,Paychex Inc,NY
20151,SOFTENG-BS,MSA,PA
20151,GAMEDES-BS,Cartoon Network,GA
20151,COMPSCI-BS,Facebook,CA
20151,INFOSEC-BS,Wegmans Food Markets Inc,NY
20151,GAMEDES-BS,EnerNOC Inc,MA
20151,GAMEDES-BS,Alpine Software,NY
20151,COMPSCI-MS,GeekHive,NY
20151,COMPSCI-BS,National Security Agency,MD
20151,INFOTEC-BS,SPX Flow Technology,NY
20151,SOFTENG-BS,EnerNOC Inc,MA
20151,INFOTEC-BS,Skyvo,NY
20151,INFOST-MS,iRobot,MA
20151,SOFTENG-BS,EagleDream Technologies,NY
20151,COMPSCI-BS,Atlas Automation,NY
20151,INFOSEC-BS,University of Rochester - University IT,NY
20151,INFOTEC-BS,Cierant,CT
20151,COMPSCI-BS,Thomson Reuters,NY
20151,INFOTEC-BS,Schnitzelbank,IN
20151,SOFTENG-BS,MOOG Inc,NY
20151,NWMEDID-BS,Ahold Inc,MA
20151,COMPSCI-BS,EnerNOC Inc,MA
20151,COMPSCI-BS,Wegmans Food Markets Inc,NY
20151,INFOTEC-BS,Wegmans Food Markets Inc,NY
20151,COMPSCI-BS,ShowcaseIDX,GA
20151,NETSYS-MS,Trimble Telog,NY
20151,COMPSCI-MS,Edgile Inc,CA
20151,COMPSCI-MS,IBM Corp,MA
20151,COMPSEC-MS,Fortinet,CA
20151,COMPSCI-MS,Ethany Corporation,NY
20151,COMPSCI-MS,Intuit,CA
20151,COMPIS-PHD,Intel Corp,CA
20151,COMPSCI-MS,Cavalier IT Inc,NJ
20151,COMPSCI-MS,Thomson Reuters,NY
20151,SOFTENG-BS,Recruiting Board,NH
20151,COMPSCI-MS,Intel Corp,OR
20151,COMPSCI-MS,Charter Communications,CO
20151,SOFTENG-BS,Viewpoint Construction Software,PA
20151,SOFTENG-BS,EagleDream Technologies,NY
20151,SOFTENG-BS,EagleDream Technologies,NY
20151,COMPSCI-MS,Ethany Corporation,NY
20151,SOFTENG-BS,Interactive Intelligence Inc,IN
20151,GAMEDES-BS,Vicarious Visions,NY
20151,SOFTENG-BS,GE Transportation Systems,PA
20151,COMPSCI-MS,Intuit,CA
20151,COMPSCI-BS,Retrotech Inc,NY
20151,COMPSCI-BS,Datto Inc.,CT
20151,SOFTENG-BS,FM Global,RI
20151,INFOTEC-BS,Paychex Inc,NY
20151,SOFTENG-BS,FUJIFILM NORTH AMERICA,NY
20151,INFOSEC-BS,RIT - Distributed Support Svcs,NY
20151,COMPSCI-BS,Google,CA
20151,COMPSCI-BS,Johnson & Johnson-Janssen,PA
20151,SOFTENG-BS,Soleo Communications Inc,NY
20151,INFOTEC-BS,Indeed.com,CT
20151,COMPSCI-BS,Case Wallet Inc,NY
20151,COMPSCI-BS,BrokenMyth Studios LLC,NY
20151,GAMEDES-BS,FUJIFILM NORTH AMERICA,NY
20151,COMPSCI-BS,Datto Inc.,CT
20151,INFOTEC-BS,REDCOM Laboratories Inc,NY
20151,SOFTENG-BS,Central Intelligence Agency,DC
20151,INFOST-MS,Oracle,PA
20151,SOFTENG-BS,Intuit,CA
20151,INFOTEC-BS,BlueTie Inc,NY
20151,SOFTENG-BS,eHealth Global Technologies Inc,NY
20151,COMPSCI-BS,DEVINCI Ltd.,NY
20151,GAMEDES-BS,Thomson Reuters,NY
20151,SOFTENG-BS,HubSpot,MA
20151,COMPSCI-BS,MOOG Inc,NY
20151,COMPSEC-MS,Dell SecureWorks,IL
20151,COMPSCI-MS,Tesla Motors,CA
20151,INFOTEC-BS,Bose Corporation,MA
20151,COMPSCI-MS,Amazon,WA
20151,COMPSEC-MS,Dell SecureWorks,RI
20151,SOFTENG-BS,MIT Lincoln Laboratory,MA
20151,HUMCOMP-MS,RIT - Information & Technology Services,NY
20151,COMPSCI-BS,EarthLink,NY
20151,COMPSCI-MS,HireGenics,GA
20151,SOFTENG-BS,Retrotech Inc,NY
20151,COMPSCI-MS,Envisage Information Systems,NY
20151,SOFTENG-BS,OffsiteDataSync.com,NY
20151,COMPSCI-BS,RIT - Saunders Startup,NY
20151,COMPSCI-BS,Alstom Transport,NY
20151,SOFTENG-BS,Bose Corporation,MA
20151,INFOSEC-BS,Cisco Meraki,CA
20151,INFOSEC-BS,Massachusetts Financial Services,MA
20151,COMPSCI-BS,Northrop Grumman,VA
20151,GAMEDES-BS,Technical Services,IN
20151,SOFTENG-BS,Microsoft Corporation,WA
20151,COMPSCI-BS,Codonics Inc.,OH
20151,SOFTENG-BS,CoverMyMeds,OH
20151,INFOSEC-BS,"athenahealth, Inc.",MA
20151,INFOTEC-BS,The Infini,NY
20151,ANSA-BS,Sherwin-Williams,OH
20151,INFOSEC-BS,Harris Corporation,NY
20151,INFOTEC-BS,CaterTrax,NY
20151,GAMEDES-BS,Bose Corporation,MA
20151,GAMEDES-BS,GG Oyun Bilisim Yazilim ve Pazarlama A.S. (Gram Games),XX
20151,COMPSCI-MS,Nemo IT Solutions,TX
20151,COMPSCI-BS,Apple,CA
20151,INFOSEC-BS,Wegmans Food Markets Inc,NY
20151,INFOST-MS,Paychex Inc,NY
20155,COMPSCI-MS,Eliassen Group,CO
20155,COMPSCI-MS,Enetics,NY
20155,COMPSCI-MS,Institute 4 Priority Thinking,NY
20155,COMPSCI-BS,Bender Consulting Services,PA
20155,SOFTENG-BS,NimbleUser,NY
20155,COMPSCI-BS,VTCSecure,FL
20155,COMPSCI-BS,NimbleUser,NY
20155,COMPSCI-BS,Hitachi Data Systems,MA
20155,COMPSCI-MS,"CommVault Systems, Inc.",NJ
20155,INFOST-MS,RIT - College of Imaging Arts & Science,NY
20155,COMPSCI-MS,Intel Corp,CA
20155,COMPSCI-MS,Rheonix Inc,NY
20155,SOFTENG-MS,EarthLink,NY
20155,COMPSCI-MS,Dixon Schwabl Advertising Inc,NY
20155,GAMEDES-BS,IDI Billing Solutions,NY
20155,NETSYS-BS,Cisco Systems Inc,NC
20155,SOFTENG-BS,CypherWorx - NP Training Works,NY
20155,INFOTEC-BS,RIT - Development and Alumni Relations,NY
20155,INFOSEC-BS,RIT-NTID - Technical Support Services,NY
20155,SOFTENG-BS,Soleo Communications Inc,NY
20155,COMPSCI-BS,EnerNOC Inc,MA
20155,COMPSCI-BS,Bolt On Technology,PA
20155,COMPSCI-BS,Bryx Inc,NY
20155,COMPSCI-MS,Cogito Corporation,MA
20155,COMPSCI-MS,Amazon,WA
20155,COMPSCI-MS,Soleo Communications Inc,NY
20155,INFOST-MS,City of Rochester - Information Technology,NY
20155,COMPSCI-MS,Kodak Alaris,NY
20155,COMPSCI-BS,BAE Systems,MD
20155,SOFTENG-MS,Paychex Inc,NY
20155,INFOSEC-BS,Cisco Meraki,CA
20155,GAMEDES-BS,Liberty Mutual,NH
20155,SOFTENG-BS,RIT - Information & Technology Services,NY
20155,GAMEDES-BS,iD Tech Camps (Internal Drive),CA
20155,NWMEDID-BS,US Bureau of Economic Analysis,DC
20155,COMPSEC-MS,Southwest Airlines,TX
20155,INFOTEC-BS,Wegmans Food Markets Inc,NY
20155,SOFTENG-BS,CM Productions LLC,NY
20155,COMPSCI-BS,RIT - Software Engineering,NY
20155,COMPSCI-BS,RIT - CIMS & GIS,NY
20155,COMPSCI-BS,UTC Aerospace Systems,MA
20155,NETSYS-BS,ComTec Solutions,NY
20155,COMPSCI-BS,Electronic Access Solutions-Lenel,NY
20155,COMPSCI-MS,Ahold USA,PA
20155,GAMEDES-BS,Turbine Inc.,MA
20155,COMPSCI-MS,Paychex Inc,NY
20155,SOFTENG-BS,General Electric - Oil & Gas,MA
20155,COMPSCI-MS,Paychex Inc,NY
20155,INFOST-MS,Kodak Alaris,NY
20155,INFOST-MS,University of Rochester Medical Center - Information System Division,NY
20155,COMPSCI-BS,Johnson & Johnson,NJ
20155,COMPSCI-BS,PAR Government Systems Corporation,NY
20155,SOFTENG-BS,RIT-NTID - Office of the Vice President/Dean,NY
20155,COMPSCI-BS,C Speed LLC,NY
20155,COMPSCI-BS,RIT-NTID - Office of the Vice President/Dean,NY
20155,GAMEDES-BS,General Dynamics Mission Systems,MA
20155,SOFTENG-BS,Mitre Corp,VA
20155,GAMEDES-BS,RP Solutions Inc,NY
20155,GAMEDES-BS,Coqui 3D,NY
20155,COMPSCI-BS,Progressive Machine & Design LLC,NY
20155,COMPSCI-BS,Manning & Napier Advisors Inc,NY
20155,SOFTENG-BS,RIT - ITS/Technical Support,NY
20155,SOFTENG-BS,Interactive Intelligence Inc,IN
20155,COMPSCI-BS,The Program,OR
20155,INFOSEC-BS,Cisco Systems Inc,MA
20155,SOFTENG-BS,REDCOM Laboratories Inc,NY
20155,SOFTENG-BS,Apple,CA
20155,SOFTENG-BS,"athenahealth, Inc.",MA
20155,COMPSCI-BS,Railcomm Inc,NY
20155,SOFTENG-BS,General Dynamics Mission Systems,MA
20155,COMPSCI-MS,Dynamic Yield,MA
20155,COMPSCI-MS,Intuit,CA
20155,INFOST-MS,RP Solutions Inc,NY
20155,COMPSCI-BS,Hitachi Data Systems,MA
20155,INFOTEC-BS,Ahold USA,PA
20155,GAMEDES-BS,RIT - MAGIC Spell Studios LLC,NY
20155,COMPSCI-BS,Rochester Software Associates,NY
20155,SOFTENG-BS,"athenahealth, Inc.",MA
20155,COMPSCI-MS,Paychex Inc,NY
20155,SOFTENG-BS,Datto Inc.,CT
20155,SOFTENG-BS,Global Printing  (Global Thinking),VA
20155,INFOSEC-BS,University of Rochester - University IT,NY
20155,COMPSCI-BS,Cazena,MA
20155,SOFTENG-MS,Vuzix Corporation,NY
20155,INFOST-MS,Paychex Inc,NY
20155,GAMEDES-BS,Second Avenue Learning,NY
20155,COMPSCI-BS,Spectracom Corp,NY
20155,SOFTENG-BS,PAR Government Systems Corporation,NY
20155,COMPSCI-BS,RIT - College of Liberal Arts,NY
20155,COMPSCI-BS,Electronic Access Solutions-Lenel,NY
20155,SOFTENG-BS,PAR Government Systems Corporation,NY
20155,SOFTENG-BS,FUJIFILM NORTH AMERICA,NY
20155,COMPSCI-BS,National Security Agency,MD
20155,GAMEDES-BS,FUJIFILM NORTH AMERICA,NY
20155,COMPSCI-BS,RIT - College of Imaging Arts & Science,NY
20155,SOFTENG-BS,Sherwin-Williams,OH
20155,NETSYS-MS,Finger Lakes Technologies Group Inc.,NY
20155,COMPSCI-MS,Adarza Biosystems Inc,NY
20155,SOFTENG-BS,Seal & Design Inc,NY
20155,GAMEDES-BS,Global Printing  (Global Thinking),VA
20155,GAMEDES-BS,RIT - MAGIC Spell Studios LLC,NY
20155,SOFTENG-BS,FM Global,RI
20155,COMPSCI-MS,Cogito Corporation,MA
20155,COMPSCI-BS,FM Global,RI
20155,INFOTEC-MS,CypherWorx - NP Training Works,NY
20155,GAMEDES-BS,EagleDream Technologies,NY
20155,SOFTENG-BS,Retrotech Inc,NY
20155,INFOSEC-BS,Wegmans Food Markets Inc,NY
20155,SOFTENG-BS,Paychex Inc,NY
20155,SOFTENG-BS,Google,CA
20155,NWMEDID-BS,Jebbit,MA
20155,SOFTENG-BS,Poseidon Systems (formerly Impact Sensors),NY
20155,SOFTENG-BS,PFP Cybersecurity,VA
20155,GAMEDES-BS,eHealth Global Technologies Inc,NY
20155,COMPSCI-BS,Rochester Software Associates,NY
20155,INFOTEC-BS,iCardiac Technologies Inc,NY
20155,COMPSCI-BS,American Greetings,OH
20155,COMPSCI-BS,EnerNOC Inc,MA
20155,INFOSEC-BS,Cisco Meraki,CA
20155,SOFTENG-BS,RIT - Career Services & Cooperative Education,NY
20155,COMPSCI-MS,mSIGNIA,TN
20155,COMPSCI-MS,Exa Corporation,MA
20155,INFOSEC-BS,Cisco Systems Inc,CA
20155,HUMCOMP-MS,RIT - Future Everyday Technology Research Lab,NY
20155,SOFTENG-BS,Vuzix Corporation,NY
20155,COMPSCI-MS,Universal Instruments/Hover-Davis Inc,NY
20155,SOFTENG-BS,Railcomm Inc,NY
20155,SOFTENG-BS,SpaceX,CA
20155,COMPSCI-BS,MBF Bioscience,VT
20155,SOFTENG-BS,Wegmans Food Markets Inc,NY
20155,COMPSCI-BS,Apple,CA
20155,INFOTEC-BS,Paychex Inc,NY
20155,GAMEDES-BS,FUJIFILM NORTH AMERICA,NY
20155,INFOTEC-BS,RIT - ITS/Technical Support,NY
20155,COMPSCI-BS,Harris Corporation,NY
20155,SOFTENG-BS,Soleo Communications Inc,NY
20155,GAMEDES-BS,"Impact Technologies, Sikorsky Aircraft Company",NY
20155,COMPSCI-BS,GeekHive,NY
20155,COMPSCI-BS,Kyo Logic,CT
20155,GAMEDES-BS,FUJIFILM NORTH AMERICA,NY
20155,COMPSCI-BS,Blue Coat Systems Inc,MA
20155,COMPSEC-MS,Sony Electronics,CA
20155,COMPSCI-MS,Intuit,CA
20155,COMPSCI-BS,SPS Commerce,NJ
20155,SOFTENG-MS,RP Solutions Inc,NY
20155,INFOSEC-BS,University of Rochester Medical Center - Information System Division,NY
20155,NETSYS-BS,Wegmans Food Markets Inc,NY
20155,COMPSCI-BS,Johnson & Johnson-Janssen,PA
20155,SOFTENG-BS,"SRC Solutions, Inc",PA
20155,COMPSCI-BS,EnerNOC Inc,MA
20155,COMPSCI-MS,Pictometry International LLC,NY
20155,COMPSCI-BS,Quality Vision International,NY
20155,COMPSCI-BS,Rochester Software Associates,NY
20155,COMPSCI-MS,Paychex Inc,NY
20155,INFOTEC-BS,Paychex Inc,NY
20155,COMPSCI-BS,Apple,CA
20155,INFOSEC-BS,University of Rochester Medical Center - Information System Division,NY
20155,SOFTENG-MS,CCC Information Services,IL
20155,NWMEDID-BS,EagleDream Technologies,NY
20155,SOFTENG-BS,Wegmans Food Markets Inc,NY
20155,COMPSCI-MS,mSIGNIA,TN
20155,ANSA-BS,FM Global,RI
20155,SOFTENG-BS,SpaceX,CA
20155,COMPSCI-BS,Alstom Transport,NY
20155,SOFTENG-BS,Intuit,CA
20155,SOFTENG-BS,MSA,PA
20155,SOFTENG-MS,Patagonia Health,NC
20155,NWMEDID-BS,Ahold USA,PA
20155,COMPSCI-MS,CoverMyMeds,OH
20155,COMPSCI-MS,RIT - MAGIC Spell Studios LLC,NY
20155,INFOTEC-MS,Brandlogic Corp,NY
20155,GAMEDES-BS,IMSWorkX,NY
20155,NWMEDID-BS,SPS Commerce,NJ
20155,NETSYS-BS,Cisco Systems Inc,NC
20155,SOFTENG-MS,"Bio-Optronics, Inc.",NY
20155,SOFTENG-BS,Alstom Transport,NY
20155,SOFTENG-BS,UTC Aerospace Systems,MA
20155,GAMEDES-BS,Second Avenue Learning,NY
20155,COMPSCI-BS,Fluke Networks,CO
20155,COMPSCI-BS,Acer eDC,XX
20155,INFOTEC-BS,The Lower Hudson Regional Information Center (LHRIC),NY
20155,ANSA-BS,Paychex Inc,NY
20155,COMPSCI-BS,Electronic Access Solutions-Lenel,NY
20155,COMPSCI-BS,NeuroScouting,MA
20155,COMPSCI-BS,RIT - ITS/Technical Support,NY
20155,SOFTENG-BS,Concur,WA
20155,GAMEDES-BS,RIT - Information & Technology Services,NY
20155,COMPSCI-BS,Thomson Reuters,NY
20155,COMPSCI-BS,FM Global,RI
20155,COMPSCI-BS,General Electric,OH
20155,COMPSCI-BS,Thomson Reuters,NY
20155,SOFTENG-BS,CITGO Petroleum Corporation,TX
20155,SOFTENG-BS,General Dynamics Mission Systems,MA
20155,GAMEDES-BS,Bryx Inc,NY
20155,SOFTENG-BS,Dorel Sports,CT
20155,INFOTEC-BS,Perkins School for the Blind,MA
20155,INFOSEC-BS,Cisco Systems Inc,NC
20155,COMPSCI-BS,MOOG Inc,NY
20155,SOFTENG-BS,Euromotors CJSC,XX
20155,SOFTENG-BS,EnerNOC Inc,MA
20155,COMPSCI-BS,General Electric,OH
20155,SOFTENG-BS,Northrop Grumman Corporation,VA
20155,GAMEDES-BS,Pictometry International LLC,NY
20155,COMPSCI-MS,Intuit,CA
20155,COMPSCI-MS,IBM Corp,MA
20155,SOFTENG-BS,HubSpot,MA
20155,GAMEDES-BS,RIT - MAGIC Spell Studios LLC,NY
20155,COMPIS-PHD,Intel Corp,CA
20155,GAMEDES-BS,SpinFusion,CO
20155,INFOSEC-BS,University of Rochester - University IT,NY
20155,INFOSEC-BS,University of Rochester - University IT,NY
20155,ANSA-BS,EF Education First,MA
20155,COMPSCI-BS,Diebold Incorporated,OH
20155,COMPSCI-BS,RIT - MAGIC Spell Studios LLC,NY
20155,GAMEDES-BS,RIT - School of Interactive Games & Media,NY
20155,COMPSCI-BS,HubSpot,MA
20155,SOFTENG-BS,Rochester Software Associates,NY
20155,NETSYS-MS,Sapphire Software Solutions,CA
20155,INFOST-MS,RIT - Saunders College of Business,NY
20155,SOFTENG-BS,Cisco Systems Inc,CA
20155,INFOTEC-BS,Johnson & Johnson-Janssen,PA
20155,GAMEDES-BS,FUJIFILM NORTH AMERICA,NY
20155,INFOTEC-BS,MOOG Inc,NY
20155,GAMEDES-BS,RIT-NTID - Center On Access Technology,NY
20155,COMPSCI-BS,Blackbaud,SC
20155,COMPSCI-BS,Paychex Inc,NY
